dd;temp;chuva;ur;doy;s_dif;yr;leap;acc_dif;dif_adj_lag10;dif_adj_lag3;acc_dif_adj_lag10;acc_dif_adj_lag3;diaFavInf;hcp
2011-05-20;15.5333333333333;0;73.5125;140;0;2011;FALSE;0;0;0;0;0;0;0
2011-05-21;17.575;0;71.225;141;0;2011;FALSE;0;0;0;0;0;0;0
2011-05-22;18.5541666666667;0;73.1;142;0;2011;FALSE;0;0;0;0;0;0;0
2011-05-23;18.9791666666667;0;69.5041666666667;143;0;2011;FALSE;0;0;0;0;0;0;0
2011-05-24;19.8291666666667;0;65.6416666666667;144;0;2011;FALSE;0;0;0;0;0;0;0
2011-05-25;19.3375;0;70.3916666666667;145;0;2011;FALSE;0;0;0;0;0;0;0
2011-05-26;20.1541666666667;0;62.2708333333333;146;0;2011;FALSE;0;0;0;0;0;0;0
2011-05-27;19.5291666666667;0;75.8791666666667;147;0.0966183574879227;2011;FALSE;0.0966183574879227;0.0138026224982747;0.0322061191626409;0.0138026224982747;0.0322061191626409;0;0.097
2011-05-28;17.2208333333333;0;73.0958333333333;148;0;2011;FALSE;0.0966183574879227;0.00177462289263532;0.00805152979066022;0.01557724539091;0.0402576489533011;0;0
2011-05-29;14.1166666666667;0;70.0083333333333;149;0;2011;FALSE;0.0966183574879227;0.00180560837171307;0.00738056897477187;0.0173828537626231;0.047638217928073;0;0
2011-05-30;13.6041666666667;0;70.0291666666667;150;0;2011;FALSE;0.0966183574879227;0.00181522594249176;0.00318706387546967;0.0191980797051148;0.0508252818035427;0;0
2011-05-31;14.3083333333333;0;70.6958333333333;151;0;2011;FALSE;0.0966183574879227;0.00180028565277465;0.00202686079799606;0.0209983653578895;0.0528521426015387;0;0
2011-06-01;16.3416666666667;0;64.3083333333333;152;0;2011;FALSE;0.0966183574879227;0.0017574926694869;0.00103789251207729;0.0227558580273764;0.053890035113616;0;0
2011-06-02;16.6875;0;63.3375;153;0;2011;FALSE;0.0966183574879227;0.00168347936473679;0.000597283261018668;0.0244393373921132;0.0544873183746347;0;0
2011-06-03;17.25;0;64.5166666666667;154;0;2011;FALSE;0.0966183574879227;0.000983302061314371;0.000322302900600883;0.0254226394534275;0.0548096212752356;0;0
2011-06-04;17.7708333333333;0;61.5916666666667;155;0;2011;FALSE;0.0966183574879227;0.000881718275315584;0.000180122935319999;0.0263043577287431;0.0549897442105556;0;0
2011-06-05;14.0083333333333;0;69.1875;156;0;2011;FALSE;0.0966183574879227;0.000777050351032492;9.87478839301468e-05;0.0270814080797756;0.0550884920944857;0;0
2011-06-06;14.6791666666667;0;68.6875;157;0;2011;FALSE;0.0966183574879227;0.00067171137054245;5.47074602025365e-05;0.027753119450318;0.0551431995546883;0;0
2011-06-07;15.7666666666667;15.4;82.8083333333333;158;0.492753917180637;2011;FALSE;0.58937227466856;0.0709617169249463;0.164281440572585;0.0987148363752643;0.219424640127273;0;0.493
2011-06-08;12.7166666666667;0;78.5375;159;0;2011;FALSE;0.58937227466856;0.00952013190233566;0.0410794780531799;0.1082349682776;0.260504118180453;0;0
2011-06-09;13.575;51.6;95.7208333333333;160;0.192083751282672;2011;FALSE;0.781456025951232;0.0370274073809877;0.10167802670295;0.145262375658588;0.362182144883403;0;0.192
2011-06-10;14.6291666666667;0;85.2125;161;0;2011;FALSE;0.781456025951232;0.0131083161885983;0.0322660863512674;0.158370691847186;0.39444823123467;0;0
2011-06-11;13.9708333333333;0;80.5666666666667;162;0;2011;FALSE;0.781456025951232;0.0130438869695451;0.0250128593716418;0.171414578816731;0.419461090606312;0;0
2011-06-12;14.1791666666667;0;74.7333333333333;163;0;2011;FALSE;0.781456025951232;0.0128009940774646;0.011630895901455;0.184215572894196;0.431091986507767;0;0
2011-06-13;16.4666666666667;0;71.425;164;0;2011;FALSE;0.781456025951232;0.0123561461038731;0.00707653387063739;0.196571718998069;0.438168520378404;0;0
2011-06-14;15.9791666666667;0;75.2333333333333;165;0;2011;FALSE;0.781456025951232;0.00866839911410373;0.00370761611790185;0.205240118112172;0.441876136496306;0;0
2011-06-15;15.7625;0;74.9416666666667;166;0;2011;FALSE;0.781456025951232;0.00797694645263405;0.00210632634124836;0.213217064564807;0.443982462837555;0;0
2011-06-16;16.1208333333333;0;77.55;167;0;2011;FALSE;0.781456025951232;0.00602987711115077;0.0011445176049624;0.219246941675957;0.445126980442517;0;0
2011-06-17;17.5041666666667;0;75.9625;168;0;2011;FALSE;0.781456025951232;0.00527258077584139;0.00063718379144866;0.224519522451799;0.445764164233966;0;0
2011-06-18;19.1416666666667;0;70.55;169;0;2011;FALSE;0.781456025951232;0.00452179957934376;0.000350048882022565;0.229041322031142;0.446114213115988;0;0
2011-06-19;19.0208333333333;0;73.2041666666667;170;0;2011;FALSE;0.781456025951232;0.0037959177271528;0.000193709519080418;0.232837239758295;0.446307922635069;0;0
2011-06-20;19.1625;0;72.55;171;0;2011;FALSE;0.781456025951232;0.0031140473285215;0.000106768860107199;0.235951287086817;0.446414691495176;0;0
2011-06-21;19.8541666666667;0;73.6958333333333;172;0;2011;FALSE;0.781456025951232;0.00262484315500944;5.8977134873536e-05;0.238576130241826;0.446473668630049;0;0
2011-06-22;20.3791666666667;0;74.5416666666667;173;0;2011;FALSE;0.781456025951232;0.00218172287018856;3.25390937362504e-05;0.240757853112015;0.446506207723786;0;0
2011-06-23;18.6041666666667;0;81.9958333333333;174;0.476925086957701;2011;FALSE;1.25838111290893;0.069973689704449;0.158992993281813;0.310731542816464;0.605499201005599;0;0.477
2011-06-24;19.0458333333333;0;78.8416666666667;175;0.189349377611957;2011;FALSE;1.44773049052089;0.0373547962775779;0.102870130706728;0.348086339094042;0.708369331712327;0;0.19
2011-06-25;19.4458333333333;0;80.125;176;0.478490691262295;2011;FALSE;1.92622118178318;0.082038066047562;0.211713261977749;0.430124405141604;0.920082593690076;1;0.478
2011-06-26;14.4583333333333;1.2;91.1833333333333;177;0.878867992410658;2011;FALSE;2.80508917419384;0.147919249414238;0.363029334749111;0.578043654555842;1.28311192843919;1;0.879
2011-06-27;7.91666666666667;0;64.2625;178;0;2011;FALSE;2.80508917419384;0.0384330210321337;0.126042877350236;0.616476675587975;1.40915480578942;0;0
2011-06-28;9.1875;0;61.0166666666667;179;0;2011;FALSE;2.80508917419384;0.038374882351493;0.0920156084624109;0.654851557939468;1.50117041425183;0;0
2011-06-29;10.4291666666667;7.4;83.4833333333333;180;0;2011;FALSE;2.80508917419384;0.0378167141687319;0.0440110483406421;0.6926682721082;1.54518146259248;0;0
2011-06-30;15.7625;11.4;96.3125;181;0.881414226001723;2011;FALSE;3.68650340019557;0.159680684362946;0.32014343882947;0.852348956471147;1.86532490142195;1;0.882
2011-07-01;16.8708333333333;7.6;97.0666666666667;182;2.2705260374862;2011;FALSE;5.95702943768176;0.371598443734186;0.844213046926206;1.22394740020533;2.70953794834815;1;2.271
2011-07-02;16.675;11;99.1958333333333;183;2.35823875683418;2011;FALSE;8.31526819451594;0.421186106185154;1.05049008714786;1.64513350639049;3.76002803549601;1;2.359
2011-07-03;15.7916666666667;0;92.3958333333333;184;0.973623696605313;2011;FALSE;9.28889189112126;0.259856729186172;0.727865928476437;1.90499023557666;4.48789396397245;1;0.976
2011-07-04;11.8625;0;66.8666666666667;185;0;2011;FALSE;9.28889189112126;0.137286510353191;0.357048163310419;2.04227674592985;4.84494212728287;1;0
2011-07-05;12.7708333333333;0;74.4875;186;0;2011;FALSE;9.28889189112126;0.134885658726556;0.210573028907011;2.17716240465641;5.05551515618988;1;0
2011-07-06;14.7333333333333;0;64.4916666666667;187;0;2011;FALSE;9.28889189112126;0.130787024412877;0.112151284445156;2.30794942906928;5.16766644063503;0;0
2011-07-07;15.6041666666667;0;63;188;0;2011;FALSE;9.28889189112126;0.119551982042575;0.0631333259291241;2.42750141111186;5.23079976656416;0;0
2011-07-08;14.1208333333333;0;58.5416666666667;189;0;2011;FALSE;9.28889189112126;0.0982030111080386;0.0344752122231403;2.5257044222199;5.2652749787873;0;0
2011-07-09;13.5416666666667;0;67.4083333333333;190;0;2011;FALSE;9.28889189112126;0.0755846506867581;0.0191410240439724;2.60128907290665;5.28441600283127;0;0
2011-07-10;17.7375;0;61.2625;191;0;2011;FALSE;9.28889189112126;0.0615863757266566;0.0105311247148498;2.66287544863331;5.29494712754612;0;0
2011-07-11;19.9041666666667;0;71.4375;192;0;2011;FALSE;9.28889189112126;0.0536737902002329;0.00582295185270786;2.71654923883354;5.30077007939883;0;0
2011-07-12;20.6041666666667;0;72.8083333333333;193;0;2011;FALSE;9.28889189112126;0.0459281963847895;0.00321092541565194;2.76247743521833;5.30398100481448;0;0
2011-07-13;21.1875;0;66.7458333333333;194;0.0952380952380952;2011;FALSE;9.38412998635935;0.052128007990908;0.033519255075396;2.81460544320924;5.33750025988988;0;0.095
2011-07-14;20.35;0;58.1083333333333;195;0;2011;FALSE;9.38412998635935;0.0336078246660572;0.008914968004791;2.8482132678753;5.34641522789467;0;0
2011-07-15;19.6416666666667;0;51.4958333333333;196;0;2011;FALSE;9.38412998635935;0.0281900726171002;0.00781528451376376;2.8764033404924;5.35423051240843;0;0
2011-07-16;20.2208333333333;0;49.6708333333333;197;0;2011;FALSE;9.38412998635935;0.0239678991290749;0.00343964912923944;2.90037123962147;5.35767016153767;0;0
2011-07-17;21.6666666666667;0;56.175;198;0;2011;FALSE;9.38412998635935;0.0204798662347315;0.00216245970127049;2.9208511058562;5.35983262123894;0;0
2011-07-18;18.2666666666667;20.2;89.4416666666667;199;0.891614974627691;2011;FALSE;10.275744960987;0.144793457389026;0.298318881322754;3.06564456324523;5.65815150256169;1;0.891
2011-07-19;18.75;3;88.2083333333333;200;1.2554727766198;2011;FALSE;11.5312177376068;0.210502495678244;0.493431055820833;3.27614705892348;6.15158255838253;1;1.255
2011-07-20;21.9208333333333;0;72.7791666666667;201;0.875468387430932;2011;FALSE;12.4066861250378;0.176715744495615;0.464900373319311;3.45286280341909;6.61648293170184;1;0.876
2011-07-21;19.9333333333333;33.4;79.2541666666667;202;1.00176194263974;2011;FALSE;13.4084480676775;0.209444489678989;0.532384250179879;3.66230729309808;7.14886718188172;1;1.003
2011-07-22;18.3833333333333;0.2;85.9166666666667;203;0.978893228098716;2011;FALSE;14.3873412957762;0.223260111226211;0.53687720079776;3.88556740432429;7.68574438267948;1;0.979
2011-07-23;16.3333333333333;0;80.9166666666667;204;0.192077107544733;2011;FALSE;14.579418403321;0.1273082847334;0.286975711077664;4.01287568905769;7.97272009375714;1;0.192
2011-07-24;18.0208333333333;0;76.6291666666667;205;0;2011;FALSE;14.579418403321;0.101284966501203;0.161223461235709;4.11416065555889;8.13394355499285;0;0
2011-07-25;19.6291666666667;0;65.7625;206;0;2011;FALSE;14.579418403321;0.0925015342603784;0.0881351504885381;4.20666218981927;8.22207870548139;0;0
2011-07-26;19.525;0;71.8541666666667;207;0;2011;FALSE;14.579418403321;0.08039425181745;0.0489043644947528;4.28705644163672;8.27098306997614;0;0
2011-07-27;19.9375;0;68.9833333333333;208;0;2011;FALSE;14.579418403321;0.0698640504170844;0.0269152828717779;4.35692049205381;8.29789835284792;0;0
2011-07-28;19.7958333333333;0;64.775;209;0;2011;FALSE;14.579418403321;0.0579533267956439;0.0148795481337366;4.41487381884945;8.31277790098166;0;0
2011-07-29;21.675;0;56.7833333333333;210;0;2011;FALSE;14.579418403321;0.0459131326317358;0.0082057675120638;4.46078695148119;8.32098366849372;0;0
2011-07-30;18.4583333333333;10;83.775;211;0.797305154949708;2011;FALSE;15.3767235582707;0.152699396552555;0.270299751550208;4.61348634803374;8.59128342004393;1;0.798
2011-07-31;17.4;17.8;98.325;212;2.08758403152235;2011;FALSE;17.464307589793;0.345918213306446;0.764803909647014;4.95940456134019;9.35608732969094;1;2.09
2011-08-01;17;5.2;98.675;213;2.37680303103023;2011;FALSE;19.8411106208232;0.420612836443314;1.02851861301353;5.3800173977835;10.3846059427045;1;2.38
2011-08-02;9.92083333333333;0;84.325;214;0;2011;FALSE;19.8411106208232;0.120949409167803;0.384596971527885;5.5009668069513;10.7692029142324;1;0
2011-08-03;7.30416666666667;0;82.8416666666667;215;0;2011;FALSE;19.8411106208232;0.117892145955121;0.26756901171756;5.61885895290642;11.0367719259499;1;0
2011-08-04;9.575;0;63.3833333333333;216;0;2011;FALSE;19.8411106208232;0.114222474788144;0.130991748184037;5.73308142769457;11.167763674134;0;0
2011-08-05;12.8333333333333;0;60.2458333333333;217;0;2011;FALSE;19.8411106208232;0.109740728233017;0.0773427723322693;5.84282215592759;11.2451064464662;0;0
2011-08-06;18.0958333333333;0;56.2708333333333;218;0;2011;FALSE;19.8411106208232;0.0991303552076761;0.0411676511137402;5.94195251113526;11.28627409758;0;0
2011-08-07;22.8375;0;56.3125;219;0;2011;FALSE;19.8411106208232;0.079488680194189;0.0231823748338133;6.02144119132945;11.3094564724138;0;0
2011-08-08;24.2375;0;56.4041666666667;220;0;2011;FALSE;19.8411106208232;0.0576459896602273;0.0126568688940767;6.07908718098968;11.3221133413079;0;0
2011-08-09;20.3458333333333;0.6;71.5791666666667;221;0;2011;FALSE;19.8411106208232;0.0507108737444086;0.00702794636248805;6.12979805473409;11.3291412876703;0;0
2011-08-10;19.1166666666667;0;74.5916666666667;222;0.584355100570184;2011;FALSE;20.4254657213934;0.127398760280091;0.198651498263029;6.25719681501418;11.5277927859334;0;0.584
2011-08-11;18.4458333333333;0;70.5125;223;0;2011;FALSE;20.4254657213934;0.0481049218604752;0.0508341989595054;6.30530173687465;11.5786269848929;0;0
2011-08-12;19.6583333333333;0;68.0083333333333;224;0;2011;FALSE;20.4254657213934;0.0420993036422697;0.0458171327837146;6.34740104051692;11.6244441176766;0;0
2011-08-13;22.3833333333333;0;58.0916666666667;225;0;2011;FALSE;20.4254657213934;0.0366567763024173;0.0199266496891795;6.38405781681934;11.6443707673658;0;0
2011-08-14;24.2;0;52.5;226;0;2011;FALSE;20.4254657213934;0.0321710108275248;0.0126178512195806;6.41622882764686;11.6569886185854;0;0
2011-08-15;20.6583333333333;0;67.6083333333333;227;0;2011;FALSE;20.4254657213934;0.0286565037271984;0.00647557108642508;6.44488533137406;11.6634641896718;0;0
2011-08-16;22.5666666666667;0;51.9708333333333;228;0;2011;FALSE;20.4254657213934;0.0253512789508323;0.00372186797486971;6.4702366103249;11.6671860576466;0;0
2011-08-17;20.625;0;51.4541666666667;229;0;2011;FALSE;20.4254657213934;0.0186495354233644;0.00200972884145494;6.48888614574826;11.6691957864881;0;0
2011-08-18;21.1458333333333;0;63.1708333333333;230;0;2011;FALSE;20.4254657213934;0.0159422676793377;0.00112274353950869;6.5048284134276;11.6703185300276;0;0
